ID,RADEG,DECDEG,CLASS,DATATABLE,i,g
B364,11.0786042,39.7559861,4.0,m31rbcV5,17.92,19.001
M023,11.0788417,41.3526639,1.0,m31rbcV5,19.386,19.73
B244D,11.0798875,42.4196889,4.0,m31rbcV5,18.019,19.506
B220,11.081125,41.509625,1.0,m31rbcV5,17.518,18.312
SK164B,11.0815708,41.8593472,6.0,m31rbcV5,19.077,19.914
M025,11.0819708,41.4024806,1.0,m31rbcV5,19.91,19.776
SK090D,11.0824167,41.9331389,6.0,m31rbcV5,22.168,22.78
SK165B,11.0834875,40.9661833,6.0,m31rbcV5,22.184,23.441
M026,11.0841375,41.4555889,3.0,m31rbcV5,18.962,21.282
B245D,11.0851417,41.7919472,6.0,m31rbcV5,20.921,22.471
SK085A,11.0859583,41.6958,6.0,m31rbcV5,21.749,22.715
SH14,11.086425,41.9185722,2.0,m31rbcV5,19.915,19.861
Johnson12_202,11.088348,41.683517,4.0,johnson12_table6,20.845,23.018
B112D,11.0884792,41.3194083,1.0,m31rbcV5,18.911,19.482
Johnson12_201,11.089333,41.673637,4.0,johnson12_table6,21.477,23.487
2M037,11.0903333,38.7255278,6.0,m31rbcV5,24.001,25.281
M028,11.0918292,41.5610611,1.0,johnson12_table8,19.322,19.902
Johnson12_203,11.091991,41.679058,4.0,johnson12_table6,21.389,22.454
C031,11.0929375,41.5632639,6.0,m31rbcV5,19.627,20.955
B535,11.0945833,41.6942222,1.0,m31rbcV5,19.565,20.894
C041,11.0951208,42.0758389,2.0,m31rbcV5,20.864,20.248
B113D,11.0956583,40.7741917,4.0,m31rbcV5,19.0,19.919
B221,11.0960958,41.5517611,1.0,m31rbcV5,20.887,22.778
B278,11.0971792,41.5844028,1.0,m31rbcV5,19.45,19.701
B246D,11.0976292,42.0747528,2.0,m31rbcV5,21.684,22.086
Johnson12_200,11.098671,41.668385,4.0,johnson12_table6,20.132,21.654
BH26,11.0990792,41.7507639,6.0,m31rbcV5,19.94,21.467
Johnson12_224,11.099546,41.565407,4.0,johnson12_table6,20.985,23.029
M031,11.1011292,41.56615,1.0,m31rbcV5,19.785,19.832
SK142C,11.1023667,41.8626861,1.0,johnson12_table8,18.983,21.264
Johnson12_186,11.10252,41.89481,4.0,johnson12_table6,21.657,23.422
SK166B,11.1047417,41.3471806,1.0,m31rbcV5,18.091,18.287
SK167B,11.1048208,40.9374,2.0,m31rbcV5,19.293,20.827
BH27,11.1052792,41.7582194,6.0,m31rbcV5,21.051,21.647
B222,11.10545,41.2365611,1.0,m31rbcV5,18.516,19.199
Johnson12_161,11.10598,41.917305,4.0,johnson12_table6,21.235,24.128
B114D,11.1065,41.7374444,6.0,m31rbcV5,21.292,23.25
SK086A,11.1086292,41.5873417,1.0,m31rbcV5,19.287,20.538
SK168B,11.1095792,40.2514306,2.0,m31rbcV5,24.054,24.985
B115D,11.1104792,41.6492667,1.0,johnson12_table8,19.222,19.663
SK169B,11.1110292,40.71275,2.0,m31rbcV5,18.866,20.535
Johnson12_166,11.111834,41.94054,4.0,johnson12_table6,21.824,23.364
SK143C,11.11235,41.6428806,6.0,johnson12_table8,21.542,24.032
B223,11.1127083,41.5769917,1.0,m31rbcV5,18.562,18.536
B224,11.1127917,41.480475,1.0,m31rbcV5,19.67,20.603
Johnson12_187,11.113096,41.90686,4.0,johnson12_table6,21.226,23.704
SK170B,11.1134792,41.6209361,6.0,johnson12_table8,21.217,22.097
SK087A,11.1141625,41.9657361,6.0,m31rbcV5,23.268,23.639
B280,11.1142833,40.8383056,4.0,m31rbcV5,22.97,24.518
B473,11.1145667,41.1927806,6.0,m31rbcV5,23.29,24.794
SK091D,11.1156667,41.5682222,6.0,m31rbcV5,21.074,22.175
Johnson12_162,11.116077,41.915894,4.0,johnson12_table6,21.011,22.965
B279,11.11665,41.7362111,1.0,m31rbcV5,18.282,19.508
Johnson12_165,11.117078,41.928436,4.0,johnson12_table6,23.441,24.879
SK171B,11.1187208,40.7066917,2.0,m31rbcV5,18.214,19.581
SK172B,11.1208917,41.3362583,6.0,m31rbcV5,21.54,22.995
Johnson12_197,11.121512,41.651581,4.0,johnson12_table6,22.495,23.321
Johnson12_169,11.122416,41.946934,4.0,johnson12_table6,23.359,24.444
B225,11.1231667,41.3597972,1.0,m31rbcV5,21.165,21.735
SK144C,11.1238625,41.9269722,6.0,johnson12_table8,21.954,23.047
SK145C,11.1260292,41.9134972,6.0,johnson12_table8,22.633,23.916
Johnson12_159,11.12639,41.920311,4.0,johnson12_table6,20.981,21.937
B226,11.1271667,41.1830639,4.0,m31rbcV5,18.476,19.778
B247D,11.1284,40.0985972,4.0,m31rbcV5,18.197,19.564
SK173B,11.1288625,41.3061917,6.0,m31rbcV5,20.978,22.847
B227,11.1301625,40.7388694,4.0,m31rbcV5,21.37,22.624
SK146C,11.1305708,41.6136639,6.0,johnson12_table8,20.732,22.509
M039,11.1306083,41.5012889,1.0,m31rbcV5,19.423,19.583
Johnson12_185,11.131034,41.89185,4.0,johnson12_table6,20.79,23.358
M040,11.1312792,41.465375,1.0,m31rbcV5,19.462,20.509
SK088A,11.1328208,41.8728667,6.0,johnson12_table8,18.588,19.597
Johnson12_160,11.133675,41.918171,4.0,johnson12_table6,21.852,23.491
B116D,11.1340208,40.8045694,6.0,m31rbcV5,22.488,23.961
Johnson12_184,11.134585,41.891659,4.0,johnson12_table6,20.71,22.676
SK147C,11.1346625,40.2778056,2.0,m31rbcV5,18.586,20.489
Johnson12_193,11.135081,41.850681,4.0,johnson12_table6,22.241,24.129
B117D,11.1354625,40.7645194,6.0,m31rbcV5,23.286,24.39
SK148C,11.1355792,40.6490472,2.0,m31rbcV5,22.408,23.729
B228,11.1383417,41.6910056,1.0,m31rbcV5,21.589,22.995
Johnson12_188,11.138531,41.910889,4.0,johnson12_table6,19.661,22.032
B229,11.140825,41.6412056,1.0,m31rbcV5,18.115,18.866
M042,11.1415292,41.3508111,1.0,m31rbcV5,19.419,19.527
Johnson12_164,11.142263,41.931168,4.0,johnson12_table6,21.749,23.57
SK174B,11.1422792,41.7958333,6.0,m31rbcV5,19.843,21.003
Johnson12_163,11.142453,41.929482,4.0,johnson12_table6,20.933,22.212
M043,11.1431,41.3865694,1.0,m31rbcV5,19.596,20.578
SK149C,11.1432083,41.8550806,6.0,johnson12_table8,22.03,23.98
Johnson12_158,11.143418,41.913265,4.0,johnson12_table6,21.005,23.138
M044,11.1434917,41.4025694,6.0,m31rbcV5,19.597,19.81
DAO69,11.145,41.8909,1.0,m31rbcV5,18.884,18.66
Johnson12_182,11.14625,41.907845,4.0,johnson12_table6,20.864,22.419
B230,11.1466,40.9534083,1.0,m31rbcV5,20.379,21.095
SK175B,11.1467708,40.7314306,2.0,m31rbcV5,18.802,20.173
SK089A,11.1494417,41.6333889,1.0,m31rbcV5,21.029,23.366
Johnson12_167,11.149666,41.944633,4.0,johnson12_table6,22.232,24.095
Johnson12_168,11.151142,41.948895,4.0,johnson12_table6,22.91,23.21
M045,11.1515625,41.5925306,1.0,m31rbcV5,22.217,23.814
B365,11.1518542,42.2890472,1.0,m31rbcV5,20.981,21.896
SK150C,11.1523417,41.7797806,6.0,m31rbcV5,20.09,21.364
Johnson12_157,11.152351,41.943287,4.0,johnson12_table6,22.232,24.095
M046,11.1527792,41.4539111,1.0,m31rbcV5,19.616,19.739
SK176B,11.1530792,41.8800306,6.0,johnson12_table8,21.827,21.825
Johnson12_174,11.155018,41.889584,4.0,johnson12_table6,22.531,23.213
SK151C,11.1563083,42.1471667,6.0,m31rbcV5,18.084,20.159
Johnson12_155,11.156914,41.92205,4.0,johnson12_table6,22.345,24.258
Johnson12_177,11.157413,41.898491,4.0,johnson12_table6,18.73,20.72
M047,11.1575708,41.4811528,1.0,m31rbcV5,19.061,19.973
SK152C,11.1578333,41.8648333,6.0,johnson12_table8,20.355,21.347
Johnson12_156,11.15831,41.932388,4.0,johnson12_table6,21.416,24.188
Johnson12_183,11.15953,41.911915,4.0,johnson12_table6,21.712,23.305
SK153C,11.16035,41.4197917,2.0,m31rbcV5,18.794,19.022
Johnson12_179,11.160501,41.908066,4.0,johnson12_table6,20.122,22.158
B231,11.1606167,41.4630889,1.0,m31rbcV5,17.178,18.083
SK177B,11.1622917,41.91975,6.0,johnson12_table8,22.109,22.58
BH28,11.1628,41.7406,1.0,m31rbcV5,19.881,20.823
B118D,11.1652875,41.4078444,1.0,m31rbcV5,18.765,19.713
Johnson12_180,11.165518,41.905132,4.0,johnson12_table6,22.098,22.881
Johnson12_176,11.165686,41.900909,4.0,johnson12_table6,18.987,21.562
Johnson12_178,11.167206,41.907436,4.0,johnson12_table6,19.915,21.763
B232,11.167625,41.2501167,1.0,m31rbcV5,20.565,21.629
B248D,11.1691708,41.6786417,6.0,m31rbcV5,21.654,23.123
M050,11.1694792,41.5018111,1.0,m31rbcV5,19.566,19.88
SK154C,11.1697625,41.9463528,6.0,johnson12_table8,21.161,23.435
Johnson12_154,11.17192,41.923756,4.0,johnson12_table6,22.6,24.129
Johnson12_196,11.172165,41.650547,4.0,johnson12_table6,20.43,22.197
Johnson12_152,11.173059,41.92807,4.0,johnson12_table6,20.385,22.209
Johnson12_153,11.173578,41.921566,4.0,johnson12_table6,21.595,23.191
Johnson12_181,11.173617,41.902569,4.0,johnson12_table6,20.947,22.836
B532,11.175,41.9606028,1.0,m31rbcV5,20.418,20.928
B233,11.1754375,41.7317778,1.0,m31rbcV5,20.147,21.601
SK090A,11.1772583,41.6860611,1.0,m31rbcV5,19.681,20.615
B249D,11.1777,39.7683361,4.0,m31rbcV5,18.814,19.894
Johnson12_175,11.17795,41.894669,4.0,johnson12_table6,21.598,23.358
B281,11.1784542,41.3357111,1.0,m31rbcV5,21.315,23.198
SK178B,11.1786208,41.4182667,6.0,m31rbcV5,17.651,19.659
SK179B,11.1786583,41.5572778,6.0,johnson12_table8,20.845,22.721
Johnson12_223,11.178959,41.560467,4.0,johnson12_table6,19.962,21.571
B251D,11.1809208,39.99215,6.0,m31rbcV5,23.606,24.624
SK155C,11.1815625,41.7889417,6.0,m31rbcV5,20.998,22.904
B282,11.18205,40.7376889,6.0,m31rbcV5,21.533,23.074
B250D,11.1831417,42.1250389,4.0,m31rbcV5,17.986,19.813
B252D,11.1847833,42.16875,6.0,m31rbcV5,22.285,23.524
PAndAS-36,11.189874999999995,43.44299722222222,1.0,huxor14_table1,18.306,19.003
G289,11.1905917,41.2853861,6.0,m31rbcV5,21.229,22.966
Johnson12_151,11.191182,41.916122,4.0,johnson12_table6,20.634,22.615
SK156C,11.1914917,40.5888139,2.0,m31rbcV5,19.503,21.647
B253D,11.1927875,40.6124778,6.0,m31rbcV5,23.503,23.764
SK157C,11.19305,40.5519611,2.0,m31rbcV5,19.793,20.539
B234,11.1932292,41.4882694,1.0,m31rbcV5,21.14,22.646
Johnson12_172,11.194089,41.885109,4.0,johnson12_table6,21.916,22.1
B366,11.1945292,42.0640139,1.0,m31rbcV5,21.256,21.85
SK091A,11.1953792,41.7789806,6.0,m31rbcV5,20.908,23.005
B367,11.1964667,42.0921972,1.0,m31rbcV5,18.696,19.07
SK180B,11.1973708,41.4315694,6.0,m31rbcV5,19.97,20.086
B254D,11.19745,41.8658139,6.0,m31rbcV5,21.844,22.731
B119D,11.1977292,41.4026361,6.0,m31rbcV5,21.255,22.774
Johnson12_171,11.198986,41.884178,4.0,johnson12_table6,21.514,22.852
B368,11.1991708,41.8525167,1.0,m31rbcV5,19.022,19.033
B120D,11.2010125,41.2714,4.0,m31rbcV5,19.44,20.405
B255D,11.2021958,42.1035889,1.0,m31rbcV5,22.443,23.21
Johnson12_146,11.202695,41.91473,4.0,johnson12_table6,21.012,22.044
SK181B,11.2027583,42.1022333,6.0,m31rbcV5,22.443,23.21
G294,11.203375,43.0061972,4.0,m31rbcV5,22.249,24.163
SK182B,11.2036208,41.7996611,6.0,m31rbcV5,19.568,20.299
KHM31-234,11.2057208,41.3265389,1.0,m31rbcV5,21.5,23.087
Johnson12_147,11.206784,41.919971,4.0,johnson12_table6,21.286,23.576
SK158C,11.2083,40.3877333,2.0,m31rbcV5,18.87,20.751
Johnson12_173,11.208387,41.893642,4.0,johnson12_table6,21.758,23.296
B474,11.2095,41.1563528,4.0,m31rbcV5,18.678,20.053
Johnson12_150,11.211273,41.935905,4.0,johnson12_table6,22.595,23.273
Johnson12_194,11.213614,41.63485,4.0,johnson12_table6,19.401,21.488
SK092A,11.2148083,41.8490917,6.0,johnson12_table8,21.705,22.802
Johnson12_263,11.214973,42.015495,4.0,johnson12_table6,20.767,22.893
Johnson12_195,11.217259,41.621578,4.0,johnson12_table6,20.195,22.306
SK010E,11.2187,41.7749694,4.0,m31rbcV5,19.715,20.86
G295,11.2194667,41.4196778,6.0,m31rbcV5,20.267,21.612
Johnson12_270,11.220667,41.975441,4.0,johnson12_table6,21.119,23.401
SK159C,11.2226292,41.5322889,2.0,m31rbcV5,19.773,20.472
PHF4-1,11.2236667,41.2825,4.0,m31rbcV5,18.699,20.216
Johnson12_262,11.225457,42.014019,4.0,johnson12_table6,21.312,23.014
SK183B,11.2262792,41.5373,6.0,m31rbcV5,22.404,24.408
SK160C,11.226791666666664,40.11225,4.0,m31rbcV5,18.685,20.101
B121D,11.2268083,41.1579778,6.0,m31rbcV5,22.696,24.267
KHM31-246,11.2280625,41.4809333,1.0,m31rbcV5,19.72,20.113
SK184B,11.2280792,41.8755917,1.0,johnson12_table8,19.882,20.858
Johnson12_148,11.229103,41.923817,4.0,johnson12_table6,19.814,22.294
B122D,11.2294292,41.2710639,4.0,m31rbcV5,18.248,19.675
Johnson12_192,11.229916,41.838188,4.0,johnson12_table6,20.124,22.959
B283,11.23085,41.2834389,1.0,m31rbcV5,18.252,19.197
B123D,11.2315167,41.2139389,6.0,m31rbcV5,21.654,23.516
V298,11.2322208,41.4887139,6.0,m31rbcV5,21.277,20.845
B475,11.2335583,41.9002111,1.0,m31rbcV5,18.897,19.316
M052,11.2340875,41.693275,6.0,m31rbcV5,20.562,21.002
Johnson12_149,11.234509,41.938107,4.0,johnson12_table6,22.373,24.131
Johnson12_191,11.234677,41.832829,4.0,johnson12_table6,19.175,21.539
Johnson12_248,11.235294,42.02903,4.0,johnson12_table6,23.049,24.432
SK185B,11.2355583,41.8818806,1.0,johnson12_table8,19.323,20.376
SK161C,11.2362375,41.9164111,1.0,johnson12_table8,19.587,20.44
SK186B,11.2373792,41.2698694,6.0,m31rbcV5,22.668,23.523
B284,11.2377167,40.9667472,6.0,m31rbcV5,21.417,23.583
M053,11.2387292,41.8005639,1.0,m31rbcV5,19.15,20.731
B235,11.2413208,41.4899222,1.0,m31rbcV5,20.505,20.553
Johnson12_190,11.241515,41.831768,4.0,johnson12_table6,20.02,22.381
SK187B,11.2421708,41.1615972,6.0,m31rbcV5,18.143,19.336
PAndAS-Cand-01,11.243125,40.360533333333336,4.0,huxor14_table1,22.475,23.164
SK093A,11.2435583,41.9437528,6.0,johnson12_table8,19.684,20.484
B256D,11.2445792,41.9101944,1.0,m31rbcV5,21.205,22.127
M054,11.2465208,41.7071194,6.0,m31rbcV5,20.236,20.569
SK188B,11.2470083,41.8885306,6.0,m31rbcV5,20.87,21.947
SK189B,11.2471292,40.9727944,2.0,m31rbcV5,19.872,20.64
SK094A,11.2472208,41.5514667,6.0,m31rbcV5,20.793,22.091
B257D,11.2479083,41.9130083,1.0,m31rbcV5,19.119,19.402
M055,11.24835,41.5608639,1.0,m31rbcV5,19.481,20.141
Johnson12_144,11.24883,41.939358,4.0,johnson12_table6,21.289,22.835
Johnson12_269,11.249633,41.969734,4.0,johnson12_table6,21.616,22.909
Johnson12_261,11.252171,42.010757,4.0,johnson12_table6,20.685,23.881
V300,11.25275,41.4767222,5.0,m31rbcV5,18.855,18.925
WH23,11.2535833,41.5163611,6.0,m31rbcV5,18.948,18.995
Johnson12_244,11.255583,42.037048,4.0,johnson12_table6,18.628,21.05
Johnson12_145,11.255612,41.935558,4.0,johnson12_table6,20.209,22.239
M056,11.2565,41.651225,3.0,m31rbcV5,19.94,20.728
SK190B,11.2568542,40.4031944,2.0,m31rbcV5,19.799,21.737
Johnson12_267,11.256994,41.955662,4.0,johnson12_table6,19.809,22.271
Johnson12_245,11.257663,42.025902,4.0,johnson12_table6,21.236,23.771
Johnson12_246,11.259192,42.031658,4.0,johnson12_table6,22.336,24.335
SK095A,11.2592708,41.8276778,1.0,m31rbcV5,19.197,20.213
Johnson12_247,11.259416,42.028206,4.0,johnson12_table6,21.258,23.109
SK096A,11.2594208,41.3934667,6.0,m31rbcV5,22.247,23.772
SK191B,11.2603083,41.9927722,1.0,johnson12_table8,19.547,20.572
M057,11.2615,41.7839611,1.0,m31rbcV5,19.865,21.071
M058,11.2639708,41.6680306,3.0,m31rbcV5,19.354,20.656
SK192B,11.2660208,40.4998806,2.0,m31rbcV5,19.118,20.076
Johnson12_249,11.266795,42.048058,4.0,johnson12_table6,22.399,24.225
M059,11.2669583,41.7724194,1.0,m31rbcV5,18.877,19.538
SK193B,11.2673208,40.7187806,2.0,m31rbcV5,18.731,20.095
F,11.26744,31.63141,2.0,di_tullio_zinn_14_table1,20.972,21.38
B124D,11.2696167,41.1486556,4.0,m31rbcV5,18.144,19.339
SK194B,11.2699083,40.5089194,2.0,m31rbcV5,19.472,20.252
Johnson12_243,11.270334,42.044144,4.0,johnson12_table6,22.505,24.447
SK097A,11.2712792,41.7081111,1.0,m31rbcV5,19.288,20.135
Johnson12_240,11.272996,42.026093,4.0,johnson12_table6,22.221,24.411
SK195B,11.2741708,41.984475,1.0,johnson12_table8,19.438,20.384
KHM31-264,11.27445,41.5953528,1.0,m31rbcV5,21.72,23.035
SK196B,11.2745208,40.6855306,4.0,m31rbcV5,19.066,20.074
Johnson12_237,11.275115,42.018673,4.0,johnson12_table6,21.83,23.754
Johnson12_143,11.276416,41.936737,4.0,johnson12_table6,21.697,23.111
SK162C,11.2782417,40.7354306,2.0,m31rbcV5,18.938,20.422
M060,11.2785208,41.6494111,6.0,m31rbcV5,20.762,20.762
SK163C,11.2792,42.2965139,6.0,m31rbcV5,23.495,24.886
KHM31-267,11.2796667,41.6217778,1.0,m31rbcV5,19.011,19.482
SK164C,11.27995,41.3964111,6.0,m31rbcV5,19.972,21.037
B476,11.2799542,41.6753083,1.0,m31rbcV5,19.222,20.187
Johnson12_242,11.281068,42.042751,4.0,johnson12_table6,22.049,23.337
SK197B,11.2813917,41.0033917,2.0,m31rbcV5,24.088,25.124
SK098A,11.2815,41.5876917,6.0,m31rbcV5,19.848,21.05
M062,11.28185,41.7585667,1.0,m31rbcV5,20.07,20.349
Johnson12_268,11.282969,41.958134,4.0,johnson12_table6,19.542,21.789
B125D,11.2834667,40.8611139,6.0,m31rbcV5,24.727,25.889
Johnson12_258,11.283689,41.978821,4.0,johnson12_table6,20.37,23.235
SK099A,11.2839792,41.9452833,4.0,johnson12_table8,19.617,21.101
B477,11.2847042,41.66045,1.0,m31rbcV5,19.087,19.22
Johnson12_257,11.286316,41.971718,4.0,johnson12_table6,19.755,21.437
Johnson12_141,11.286604,41.900421,4.0,johnson12_table6,19.989,21.813
B259D,11.287,40.2839361,6.0,m31rbcV5,24.674,25.559
B236,11.2871,40.8413056,1.0,m31rbcV5,22.538,24.758
C032,11.2883042,40.2843,6.0,m31rbcV5,23.099,25.305
B237,11.2884792,41.37625,1.0,m31rbcV5,17.761,18.673
B258D,11.288725,42.0442528,6.0,m31rbcV5,21.898,22.757
SK092D,11.2895417,40.6382778,6.0,m31rbcV5,23.825,24.485
Johnson12_259,11.291042,41.990086,4.0,johnson12_table6,19.615,21.777
M065,11.2915417,41.7065194,2.0,m31rbcV5,19.848,19.992
B534,11.2920833,41.8153556,1.0,m31rbcV5,19.326,19.685
Johnson12_238,11.293213,42.027962,4.0,johnson12_table6,22.254,23.654
SK198B,11.2936708,41.8388167,6.0,johnson12_table8,21.444,21.132
V133,11.2938292,42.0033389,1.0,m31rbcV5,19.624,19.172
Johnson12_260,11.295349,41.994221,4.0,johnson12_table6,22.707,23.744
B260D,11.2957625,41.6731028,6.0,m31rbcV5,21.674,23.969
M068,11.2958083,41.6489667,3.0,m31rbcV5,21.781,21.104
Johnson12_139,11.295884,41.896873,4.0,johnson12_table6,22.654,23.424
SK165C,11.2959708,40.5873833,2.0,m31rbcV5,19.193,20.47
M069,11.2969583,41.8221361,1.0,m31rbcV5,21.331,22.69
Johnson12_239,11.298143,42.02536,4.0,johnson12_table6,20.582,23.45
M070,11.2991333,41.6721722,1.0,m31rbcV5,20.902,22.413
B369,11.30045,39.8814611,4.0,m31rbcV5,24.436,25.759
SK093D,11.30075,40.6104722,6.0,m31rbcV5,23.945,25.629
B478,11.3030708,42.4022972,4.0,m31rbcV5,17.817,19.271
Johnson12_140,11.305909,41.895565,4.0,johnson12_table6,21.466,22.897
WH28,11.3059167,41.6267222,1.0,m31rbcV5,21.642,21.812
Johnson12_251,11.306202,41.973553,4.0,johnson12_table6,20.682,22.294
M071,11.3074417,41.70945,6.0,m31rbcV5,20.29,20.609
Johnson12_241,11.307534,42.027351,4.0,johnson12_table6,22.015,23.793
M072,11.3075417,41.7073333,1.0,m31rbcV5,19.108,19.291
SK100A,11.3080208,41.5259389,6.0,m31rbcV5,19.353,21.084
B370,11.3099042,41.9613194,1.0,m31rbcV5,21.12,22.242
Johnson12_189,11.310561,41.824799,4.0,johnson12_table6,21.693,23.361
Johnson12_254,11.310924,41.986927,4.0,johnson12_table6,19.998,22.008
B238,11.3111458,41.3269167,1.0,m31rbcV5,23.723,25.37
Johnson12_253,11.311625,41.986153,4.0,johnson12_table6,19.84,21.616
Johnson12_232,11.31175,42.034603,4.0,johnson12_table6,22.468,24.261
Johnson12_231,11.312172,42.026154,4.0,johnson12_table6,21.385,23.466
Johnson12_252,11.312182,41.978058,4.0,johnson12_table6,21.021,22.573
SK168C,11.3123417,41.6700361,6.0,m31rbcV5,21.378,21.45
M073,11.3130292,41.7922278,1.0,m31rbcV5,19.582,20.266
SK169C,11.3139542,41.7946639,6.0,m31rbcV5,20.565,22.162
Johnson12_142,11.314417,41.918346,4.0,johnson12_table6,19.793,22.678
B239,11.3149542,41.5880917,1.0,m31rbcV5,21.174,23.603
B126D,11.3154333,41.1700167,6.0,m31rbcV5,23.621,25.028
C042,11.3158625,41.7461778,6.0,m31rbcV5,19.9,20.762
M075,11.3158917,41.7470583,2.0,m31rbcV5,19.9,20.762
M076,11.3171083,41.7228,1.0,m31rbcV5,20.33,20.4
Johnson12_255,11.31777,41.996155,4.0,johnson12_table6,21.62,22.467
SK171C,11.3190292,41.6838917,6.0,m31rbcV5,20.925,22.67
Johnson12_264,11.319711,41.954781,4.0,johnson12_table6,20.096,22.429
Johnson12_266,11.320407,41.960396,4.0,johnson12_table6,19.837,21.504
Johnson12_235,11.320408,42.044758,4.0,johnson12_table6,21.281,23.027
B127D,11.3205292,41.4114694,6.0,m31rbcV5,20.211,22.217
Johnson12_265,11.320658,41.964947,4.0,johnson12_table6,20.271,22.508
Johnson12_236,11.320723,42.039581,4.0,johnson12_table6,22.877,24.426
Johnson12_138,11.321478,41.892937,4.0,johnson12_table6,23.253,24.547
B261D,11.3214917,42.1826333,6.0,m31rbcV5,22.473,24.371
M077,11.32265,41.6591556,5.0,m31rbcV5,21.208,22.22
Johnson12_230,11.322771,42.00943,4.0,johnson12_table6,22.792,22.978
Johnson12_250,11.323993,41.973335,4.0,johnson12_table6,21.241,23.183
M078,11.3240083,41.6979111,1.0,m31rbcV5,20.32,20.471
M079,11.3241792,41.6827611,1.0,m31rbcV5,19.696,20.047
SK101A,11.3261917,41.8267694,2.0,johnson12_table8,19.027,20.423
Johnson12_170,11.327315,41.857002,4.0,johnson12_table6,20.796,22.712
Johnson12_229,11.328823,42.007744,4.0,johnson12_table6,21.995,23.644
SK172C,11.3311,41.3811389,2.0,m31rbcV5,19.23,21.17
SK173C,11.33165,41.6030778,6.0,m31rbcV5,21.521,22.977
M080,11.3316792,41.8084194,1.0,m31rbcV5,19.665,19.601
B262D,11.3331625,41.319875,6.0,m31rbcV5,21.542,23.178
SK175C,11.3381792,41.6822167,2.0,m31rbcV5,18.854,19.639
SK174C,11.338425,41.5004611,2.0,m31rbcV5,20.022,20.967
Johnson12_256,11.339456,41.999619,4.0,johnson12_table6,22.314,24.315
B263D,11.3426042,42.3490556,4.0,m31rbcV5,18.235,19.521
M081,11.3428083,41.7991306,1.0,m31rbcV5,20.375,20.931
B264D,11.3438125,39.6498083,4.0,m31rbcV5,22.761,23.663
SK176C,11.3443292,42.32185,6.0,m31rbcV5,22.388,24.637
Johnson12_228,11.344827,42.001694,4.0,johnson12_table6,21.639,23.694
SK177C,11.3457208,41.5048028,6.0,m31rbcV5,19.906,21.228
Johnson12_227,11.346293,42.00288,4.0,johnson12_table6,20.438,22.355
B128D,11.3474625,41.357675,4.0,m31rbcV5,18.4,19.687
Johnson12_234,11.350362,42.035725,4.0,johnson12_table6,20.501,22.711
Johnson12_233,11.350946,42.041042,4.0,johnson12_table6,21.165,22.37
SK178C,11.3523208,41.4615528,6.0,m31rbcV5,20.924,23.181
SK199B,11.3528792,41.7156306,6.0,m31rbcV5,22.337,23.005
B285,11.3543125,41.0885889,4.0,m31rbcV5,17.965,19.417
B240,11.3543333,41.1061583,1.0,m31rbcV5,20.904,21.722
SK179C,11.3557083,40.3168917,2.0,m31rbcV5,19.458,20.278
Johnson12_135,11.356467,41.893353,4.0,johnson12_table6,21.525,24.19
B286,11.3564833,40.9901861,6.0,m31rbcV5,24.56,25.901
SK094D,11.3568083,41.0233306,6.0,m31rbcV5,24.786,25.991
Johnson12_136,11.359101,41.900665,4.0,johnson12_table6,21.421,23.283
M082,11.3593083,41.7644667,1.0,m31rbcV5,19.63,19.836
B533,11.36,41.943925,1.0,m31rbcV5,18.969,19.607
B265D,11.3604958,40.6520611,6.0,m31rbcV5,24.069,24.75
SK200B,11.3616083,41.66335,6.0,m31rbcV5,21.069,21.563
SK201B,11.36165,41.6448028,6.0,m31rbcV5,21.191,22.725
HEC8,11.36205,40.2297694,8.0,m31rbcV5,21.348,22.516
SK180C,11.3621917,41.2625306,2.0,m31rbcV5,19.544,21.132
M083,11.3622208,41.7621917,6.0,m31rbcV5,20.351,20.26
B371,11.3631417,41.7290806,1.0,m31rbcV5,19.131,19.411
SK181C,11.3634292,41.6997389,2.0,m31rbcV5,21.257,23.181
Johnson12_137,11.36348,41.911041,4.0,johnson12_table6,21.219,23.321
C033,11.3636583,41.7029778,6.0,m31rbcV5,22.257,23.08
SK182C,11.3638292,41.54835,2.0,m31rbcV5,18.836,20.843
C034,11.3641792,41.7612889,6.0,m31rbcV5,21.165,23.576
SK183C,11.3648708,41.3899583,2.0,m31rbcV5,17.968,19.355
B129D,11.3662875,40.8009389,4.0,m31rbcV5,18.414,19.336
B479,11.3664375,42.1175194,4.0,m31rbcV5,20.924,22.945
M085,11.3667208,41.7010111,1.0,m31rbcV5,19.956,20.32
C035,11.3678542,41.4996639,6.0,m31rbcV5,22.41,23.868
SK202B,11.36845,41.5144306,2.0,m31rbcV5,18.833,20.538
M086,11.3687,41.8248833,1.0,m31rbcV5,19.239,19.701
B287,11.3687292,41.5012778,1.0,m31rbcV5,19.099,19.979
B130D,11.3710042,41.343875,4.0,m31rbcV5,18.268,19.603
B266D,11.3714667,40.0970417,4.0,m31rbcV5,20.76,22.366
B131D,11.3735583,41.3795889,6.0,m31rbcV5,21.911,23.427
DAO81,11.3753583,42.2386056,4.0,m31rbcV5,18.719,20.501
SK203B,11.3756,41.7302167,6.0,m31rbcV5,21.449,22.906
SK184C,11.3765292,41.6205306,6.0,m31rbcV5,18.604,19.213
SK204B,11.3775,40.7995389,2.0,m31rbcV5,18.81,20.085
